,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
279,Nike Zoom Fly 5,Men's Running Shoes,Nike,Scream Green/Honeydew/Coconut Milk/Black,164.95,115.47,GB,True,2022-12-15T08:00:00.000Z,2023-04-13T16:12:59.876Z,49.47999999999999,2023-04-16
280,Nike Air Max 90,Men's Shoes,Nike Sportswear,Black/Picante Red/White/Flat Pewter,134.95,94.47,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T06:53:59.643Z,40.47999999999999,2023-04-16
281,Luka 1,Basketball Shoes,Jordan,University Red/Bright Crimson/Metallic Gold,99.95,99.95,GB,True,2022-12-04T08:00:00.000Z,2023-04-13T14:30:15.776Z,0.0,2023-04-16
282,Nike SB Zoom Blazer Mid Premium,Skate Shoes,Nike,Summit White/Summit White,99.95,59.97,GB,True,2022-08-01T10:18:00.000Z,2023-04-06T22:31:48.302Z,39.980000000000004,2023-04-16
283,Nike Air Max 95,Men's Shoes,Nike Sportswear,Black/Anthracite/Iron Grey/Picante Red,169.95,118.97,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T06:53:58.024Z,50.97999999999999,2023-04-16
284,Air Jordan 1 Mid SE,Men's Shoes,Jordan,Black/Sesame/Fire Red/Multi-Colour,124.95,124.95,GB,True,2022-12-01T14:00:00.000Z,2023-04-06T06:49:55.345Z,0.0,2023-04-16
285,Nike Dunk Low,Shoes,Nike Sportswear,White/Opti Yellow/Sail,109.95,109.95,GB,True,2023-01-18T00:00:00.000Z,2023-04-15T08:05:13.808Z,0.0,2023-04-16
286,NikeCourt Air Zoom Vapor 11,Men's Clay Tennis Shoes,Nike,Photon Dust/Baltic Blue/Ashen Slate/Game Royal,169.95,169.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:08:57.683Z,0.0,2023-04-16
287,"Nike SFB 6"" (15cm approx.) Leather",Men's Boot,Nike Sportswear,Black/Light Taupe/Black,134.95,134.95,GB,True,2022-10-26T13:21:00.000Z,2023-04-06T05:30:56.330Z,0.0,2023-04-16
288,Nike Renew Ride 3,Men's Road Running Shoes,Nike,Black/Dark Smoke Grey/Smoke Grey/White,72.95,72.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-13T13:29:45.145Z,0.0,2023-04-16
289,Nike Gripknit Phantom GX Elite Fusion FG,Firm-Ground Football Boots,Nike,Black/White/Blue Glow/Volt,234.95,234.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T13:02:15.855Z,0.0,2023-04-16
290,Nike Air Max 90,Men's Shoes,Nike Sportswear,Wolf Grey/Cool Grey/White,134.95,134.95,GB,True,2023-03-23T08:00:00.000Z,2023-04-06T06:56:49.078Z,0.0,2023-04-16
291,Nike Air Huarache By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2022-10-19T16:00:00.000Z,2023-04-06T06:56:17.359Z,0.0,2023-04-16
292,Nike Dunk Low Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-07-11T16:00:00.000Z,2023-04-06T06:47:24.598Z,0.0,2023-04-16
293,Nike Kiger 9,Men's Trail-Running Shoes,Nike,Obsidian/Citron Pulse/Baltic Blue/Volt,134.95,134.95,GB,True,2023-03-23T08:00:00.000Z,2023-04-12T01:30:49.613Z,0.0,2023-04-16
294,Nike Legend Essential 3 Next Nature,Men's Training Shoes,Nike,Black/Black/Anthracite,59.95,59.95,GB,True,2023-03-23T08:00:00.000Z,2023-04-06T22:03:41.235Z,0.0,2023-04-16
295,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Football Shoe,Nike,Rosewood/Glacier Blue/Pink Foam/White,109.95,109.95,GB,True,2023-02-10T08:00:00.000Z,2023-04-06T05:45:21.813Z,0.0,2023-04-16
296,Nike Internationalist By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,109.95,109.95,GB,True,2021-10-13T16:00:00.000Z,2023-04-06T05:54:32.421Z,0.0,2023-04-16
297,Air Jordan 13 Retro,Shoe,Jordan,Black/White/True Red,189.95,189.95,GB,True,2023-02-17T12:18:00.000Z,2023-04-10T06:24:42.659Z,0.0,2023-04-16
298,Nike Tiempo Legend 9 Elite SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Space Purple/White,214.95,214.95,GB,True,2022-11-13T23:00:00.000Z,2023-04-06T06:27:35.909Z,0.0,2023-04-16
299,Nike React Vision,Men's Shoes,Nike Sportswear,Light Smoke Grey/Particle Grey/Smoke Grey/University Red,124.95,74.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-10T15:36:05.581Z,49.980000000000004,2023-04-16
300,Nike Tiempo Legend 9 Academy TF,Turf Football Shoe,Nike,White/Baltic Blue/Pink Blast/Black,72.95,72.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-12T18:21:37.715Z,0.0,2023-04-16
301,Nike Zoom Mercurial Vapor 15 Elite FG,Firm-Ground Football Boot,Nike,Metallic Copper/Metallic Copper,234.95,234.95,GB,True,2022-11-07T08:00:00.000Z,2023-04-15T07:45:09.127Z,0.0,2023-04-16
302,Air Jordan 1 Zoom CMFT 2,Men's Shoes,Jordan,Palomino/Wild Berry/Desert/Melon Tint,144.95,144.95,GB,True,2023-01-23T00:00:00.000Z,2023-04-09T15:23:06.554Z,0.0,2023-04-16
303,Paris Saint-Germain,Men's Slides,Jordan,Black/Taxi,44.95,44.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-12T14:43:41.892Z,0.0,2023-04-16
304,Jordan System.23,Men's Shoes,Jordan,Black/Cement Grey/Black,99.95,59.97,GB,True,2022-11-11T08:00:00.000Z,2023-04-11T22:24:04.564Z,39.980000000000004,2023-04-16
305,Jordan Delta 3 Nitro Low,Men's Shoes,Jordan,White/Black/Dynamic Turquoise/Siren Red,134.95,80.97,GB,True,2023-01-17T08:00:00.000Z,2023-04-10T15:36:25.331Z,53.97999999999999,2023-04-16
306,Nike Air Force 1 Low x Ambush,Men's Shoes,NikeLab,Pine Green/Pine Green/Citron Tint,169.95,169.95,GB,True,2022-12-01T15:46:00.000Z,2023-04-15T07:31:52.958Z,0.0,2023-04-16
307,Nike Victori One Next Nature,Men's Slides,Nike Sportswear,Black/Black/Phantom,37.95,32.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T10:31:48.594Z,5.480000000000004,2023-04-16
308,Nike Zoom Rival,Athletics Distance Spikes,Nike,Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver,69.95,69.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T09:30:09.202Z,0.0,2023-04-16
309,Nike Air Max 90,Men's Shoes,Nike Sportswear,White/Cool Grey/Light Smoke Grey/Black,144.95,115.97,GB,True,2023-02-27T15:00:00.000Z,2023-04-06T06:56:16.849Z,28.97999999999999,2023-04-16
310,Nike Tiempo Legend 9 Academy SG-Pro AC,Soft-Ground Football Boot,Nike,White/Baltic Blue/Pink Blast/Black,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:47:29.739Z,0.0,2023-04-16
311,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Dark Obsidian/Pure Platinum/University Blue,169.95,118.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-12T14:43:09.847Z,50.97999999999999,2023-04-16
312,Nike Air Max 90 GTX,Men's Shoes,Nike Sportswear,Black/Safety Orange/Anthracite,152.95,107.47,GB,True,2022-12-01T08:00:00.000Z,2023-04-12T14:34:13.749Z,45.47999999999999,2023-04-16
313,Jordan Retro 6 G NRG,Men's Golf Shoes,Jordan,White/Bordeaux/White,214.95,214.95,GB,True,2023-04-04T07:00:00.000Z,2023-04-12T10:36:16.592Z,0.0,2023-04-16
314,Jordan 6 Rings,Men's Shoes,Jordan,White/University Red/Light Steel Grey/True Blue,164.95,115.47,GB,True,2022-12-16T08:00:00.000Z,2023-04-12T15:54:41.405Z,49.47999999999999,2023-04-16
315,Nike Air VaporMax 2021 FK,Men's Shoes,Nike Sportswear,White/Black/Metallic Silver/White,199.95,139.97,GB,True,2022-08-01T10:18:00.000Z,2023-04-12T14:33:33.208Z,59.97999999999999,2023-04-16
316,The Nike Premier 3 TF,Artificial-Turf Football Shoes,Nike,Black/White,84.95,84.95,GB,True,2022-11-02T08:00:00.000Z,2023-04-13T11:53:43.221Z,0.0,2023-04-16
317,Jordan One Take 4,Basketball Shoes,Jordan,Black/White/Copa/Light Liquid Lime,89.95,89.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-15T18:41:30.842Z,0.0,2023-04-16
318,Nike Zoom Javelin Elite 3,Athletics Throwing Spikes,Nike,White/Laser Orange/Hyper Pink/Black,144.95,144.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T05:32:23.356Z,0.0,2023-04-16
319,Nike Air Max AP,Men's Shoes,Nike Sportswear,Black/Black/Volt/Black,114.95,114.95,GB,True,2021-06-30T22:00:00.000Z,2023-04-13T14:29:55.101Z,0.0,2023-04-16
320,Jordan Retro 6 G,Men's Golf Shoes,Nike,White/Infrared 23/Black,214.95,214.95,GB,True,2023-02-21T08:00:00.000Z,2023-04-06T06:30:14.800Z,0.0,2023-04-16
321,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,Summit White/Black/Citron Tint/Malachite,114.95,114.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T12:38:54.414Z,0.0,2023-04-16
322,Nike Air Max 97 SE,Men's Shoes,Nike Sportswear,Flat Pewter/Light Bone/Black/White,169.95,169.95,GB,True,2023-04-03T07:00:00.000Z,2023-04-06T06:34:26.759Z,0.0,2023-04-16
323,Nike LeBron IX,Men's Shoes,Nike Sportswear,Regal Pink/Velvet Brown/White/Multi-Colour,204.95,204.95,GB,True,2022-05-19T12:45:00.000Z,2023-04-14T23:24:07.620Z,0.0,2023-04-16
324,Nike Gripknit Phantom GX Elite AG-Pro,Artificial-Grass Football Boot,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,234.95,234.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-11T03:39:35.543Z,0.0,2023-04-16
325,Nike Air Force 1 Mid '07,Men's Shoe,Nike Sportswear,Black/Black,114.95,114.95,GB,True,2022-10-24T07:00:00.000Z,2023-04-06T05:41:36.189Z,0.0,2023-04-16
326,Nike Zoom Mercurial Vapor 15 Academy MG,Multi-Ground Football Boots,Nike,Pink Blast/Gridiron/Volt,74.95,74.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T06:00:33.548Z,0.0,2023-04-16
327,Nike Zoom Mercurial Dream Speed Vapor 15 Elite AG-Pro,Artificial-Grass Football Boot,Nike,Cobalt Bliss/Fuchsia Dream/Hot Punch/Black,244.95,244.95,GB,True,2023-02-13T08:00:00.000Z,2023-04-06T06:31:35.837Z,0.0,2023-04-16
328,Nike Mercurial Vapor 15 Club MG,Multi-Ground Football Boots,Nike,White/Pink Blast/Baltic Blue,54.95,54.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:01:00.124Z,0.0,2023-04-16
329,Nike MC Trainer 2,Men's Training Shoes,Nike,Black/Anthracite/White,69.95,48.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T11:33:58.116Z,20.980000000000004,2023-04-16
330,Nike SB Force 58 Premium,Skate Shoe,Nike,White/White/White/Black,72.95,72.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T10:52:16.106Z,0.0,2023-04-16
331,Nike Zoom Mercurial Vapor 15 Elite FG By You,Custom Firm-Ground Football Boot,NIKEiD,Multi-Colour/Multi-Colour,259.95,259.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:32:59.942Z,0.0,2023-04-16
332,Nike Court Vision Low Next Nature,Men's Shoes,Nike Sportswear,Black/Black/Black,69.95,69.95,GB,True,2022-10-01T07:00:00.000Z,2023-04-14T07:38:13.528Z,0.0,2023-04-16
333,Nike Zoom Mercurial Dream Speed Superfly 9 Elite AG-Pro,Artificial-Grass Football Boot,Nike,Cobalt Bliss/Fuchsia Dream/Hot Punch/Black,259.95,259.95,GB,True,2023-02-13T08:00:00.000Z,2023-04-06T06:31:36.031Z,0.0,2023-04-16
334,Nike Phantom GX Academy IC,Indoor Court Football Shoes,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:40.968Z,0.0,2023-04-16
335,Air Jordan 12 Low,Golf Shoes,Nike,White/Metallic Silver/Varsity Red/French Blue,199.95,139.97,GB,True,2022-08-09T07:00:00.000Z,2023-04-13T13:42:04.326Z,59.97999999999999,2023-04-16
336,Zion 1 'ZNA',Basketball Shoe,Jordan,Blue Void/Fierce Purple/Indigo Haze/Bright Crimson,104.95,83.97,GB,True,2021-04-20T09:07:00.000Z,2023-04-06T05:45:49.856Z,20.980000000000004,2023-04-16
337,Nike Venture Runner,Men's Shoe,Nike Sportswear,Summit White/Black/White/Medium Olive,59.95,44.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-13T12:11:31.679Z,14.980000000000004,2023-04-16
338,Nike SB Blazer Low x Doyenne,Skate Shoes,Nike,Coconut Milk/Limestone/Rattan/Rattan,74.95,74.95,GB,True,2023-02-23T14:00:00.000Z,2023-04-12T01:16:06.101Z,0.0,2023-04-16
339,Nike Air Max Plus SE,Men's Shoes,Nike Sportswear,Flat Pewter/Photon Dust/Black/White,169.95,169.95,GB,True,2023-04-03T07:00:00.000Z,2023-04-11T22:28:54.941Z,0.0,2023-04-16
340,Nike Air Force 1 Mid QS,Men's Shoes,Nike Sportswear,White/Ale Brown/Beach/Total Orange,124.95,124.95,GB,True,2022-06-13T10:57:00.000Z,2023-04-06T05:57:52.188Z,0.0,2023-04-16
341,Nike Tiempo Legend 9 Pro AG-Pro,Artificial-Ground Football Boot,Nike,White/Baltic Blue/Pink Blast/Black,124.95,124.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:47:04.763Z,0.0,2023-04-16
342,Nike React HyperSet,Indoor Court Shoe,Nike,Black/Gum Light Brown/White,118.95,118.95,GB,True,2022-08-01T16:01:00.000Z,2023-04-13T15:22:55.050Z,0.0,2023-04-16
343,Nike Zoom LeBron 2,Men's Shoes,Nike Sportswear,White/Varsity Crimson/Midnight Navy,189.95,189.95,GB,True,2022-10-21T07:52:00.000Z,2023-04-15T08:05:36.080Z,0.0,2023-04-16
344,Jordan Pro Strong,Men's Shoes,Jordan,White/Blue Tint/Off-Noir,134.95,134.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:42.129Z,0.0,2023-04-16
345,Nike Renew Retaliation 4,Men's Training Shoes,Nike,Black/Pure Platinum/Fuchsia Dream/Volt,69.95,45.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-14T04:58:27.812Z,24.480000000000004,2023-04-16
346,Nike Victori One,Men's Slide,Nike Sportswear,Sail/Light Orewood Brown/Safety Orange,29.95,29.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-13T20:19:36.465Z,0.0,2023-04-16
347,Nike Air Max 90 By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,152.95,152.95,GB,True,2022-05-16T16:00:00.000Z,2023-04-06T06:49:20.099Z,0.0,2023-04-16
348,Nike Mercurial Superfly 9 Club TF,Turf Football Shoes,Nike,White/Pink Blast/Baltic Blue,64.95,64.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:00:43.935Z,0.0,2023-04-16
349,Nike Air Force 1 Low x Slam Jam,Men's Shoes,NikeLab,Black/Off-Noir,152.95,152.95,GB,True,2023-01-11T09:23:00.000Z,2023-04-15T07:38:16.970Z,0.0,2023-04-16
350,Air Jordan 2 Retro Low,Men's Shoes,Jordan,Sail/Light Curry/Cobblestone/Melon Tint,144.95,144.95,GB,True,2023-03-20T14:13:00.000Z,2023-04-12T15:40:24.170Z,0.0,2023-04-16
351,KD Trey 5 X,Basketball Shoes,Nike,White/Black/Wolf Grey/Volt,89.95,89.95,GB,True,2023-03-22T08:00:00.000Z,2023-04-06T05:58:53.130Z,0.0,2023-04-16
352,Nike Air Zoom Maxfly More Uptempo,Athletics Sprinting Spikes,Nike,Black/Black/White,224.95,224.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-13T01:51:50.418Z,0.0,2023-04-16
353,Nike Court Vision Low,Shoe,Nike Sportswear,Flax/Wheat/Twine/Flax,69.95,69.95,GB,True,2021-10-08T10:10:00.000Z,2023-04-13T15:22:57.337Z,0.0,2023-04-16
354,Nike SB Zoom Blazer Mid,Skate Shoe,Nike,Black/White/White/White,79.95,79.95,GB,True,2020-02-23T08:00:00.000Z,2023-04-14T00:53:03.834Z,0.0,2023-04-16
355,Nike SB Zoom Blazer Mid,Skate Shoes,Nike,Midnight Navy/Midnight Navy/Black/Noise Aqua,79.95,79.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T16:19:56.087Z,0.0,2023-04-16
356,Nike Terminator High Premium,Men's Shoes,Nike Sportswear,Phantom/Pale Vanilla/Sail/Black,124.95,124.95,GB,True,2023-02-15T17:34:00.000Z,2023-04-06T06:53:36.984Z,0.0,2023-04-16
357,Nike Waffle One Leather,Men's Shoes,Nike Sportswear,Light Bone/Phantom/White/Oil Green,109.95,98.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T09:45:23.344Z,10.980000000000004,2023-04-16
358,Zoom Freak 4,Basketball Shoes,Nike,White/Black/Stadium Green/Oxygen Purple,114.95,114.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-10T15:32:49.131Z,0.0,2023-04-16
359,Nike Air Max 97,Men's Shoes,Nike Sportswear,White/Black/Wolf Grey,169.95,169.95,GB,True,2019-11-23T21:00:00.000Z,2023-04-15T08:05:44.400Z,0.0,2023-04-16
360,Air Jordan Legacy 312 Low,Men's Shoes,Jordan,White/Wolf Grey/University Red/French Blue,124.95,124.95,GB,True,2023-03-08T08:00:00.000Z,2023-04-06T05:36:49.291Z,0.0,2023-04-16
361,Nike Phantom GX Club TF,Turf Football Shoes,Nike,Baltic Blue/White/Laser Blue/Pink Blast,54.95,54.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-10T05:17:53.985Z,0.0,2023-04-16
362,Nike Terminator High,Men's Shoes,Nike Sportswear,Swan/Sail/Washed Green/Noble Green,124.95,124.95,GB,True,2023-01-09T15:58:00.000Z,2023-04-12T14:42:06.832Z,0.0,2023-04-16
363,Nike Renew Run 4,Men's Road Running Shoes,Nike,Black/Black/Off-Noir,84.95,55.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-15T09:09:42.077Z,29.480000000000004,2023-04-16
364,Nike SB Chron 2,Skate Shoe,Nike,Summit White/Phantom/White/University Red,64.95,38.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-11T15:49:12.580Z,25.980000000000004,2023-04-16
365,Nike ISPA Link,Men's Shoes,NikeLab,Light Iron Ore/Smoke Grey/Black,202.95,202.95,GB,True,2022-08-01T07:00:00.000Z,2023-04-10T07:15:09.939Z,0.0,2023-04-16
366,Nike Air Huarache Premium,Men's Shoes,Nike Sportswear,Summit White/Light Smoke Grey/Comet Blue/Anthracite,124.95,74.97,GB,True,2022-11-09T08:00:00.000Z,2023-04-12T14:32:52.134Z,49.980000000000004,2023-04-16
367,Nike React Phantom GX Pro TF,Turf Football Shoes,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,114.95,114.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:36.744Z,0.0,2023-04-16
368,Jordan Post,Men's Slides,Jordan,Black/Black,27.95,27.95,GB,True,2023-03-30T07:00:00.000Z,2023-04-12T18:20:28.524Z,0.0,2023-04-16
369,Nike Defy All Day,Men's Training Shoe,Nike,White,59.95,59.95,GB,True,2021-05-31T22:00:00.000Z,2023-04-13T10:31:25.823Z,0.0,2023-04-16
370,KD15,Basketball Shoes,Nike,Metallic Gold/University Red/Orewood Brown/Midnight Navy,134.95,134.95,GB,True,2023-02-06T08:00:00.000Z,2023-04-12T15:54:36.298Z,0.0,2023-04-16
371,Nike Dunk High Retro,Men's Shoes,Nike Sportswear,Stadium Green/Stadium Green/White/White,109.95,109.95,GB,True,2023-04-11T07:00:00.000Z,2023-04-12T14:44:02.574Z,0.0,2023-04-16
372,Nike React Vision,Men's Shoes,Nike Sportswear,Black/Iron Grey/White/University Red,119.95,83.97,GB,True,2022-10-28T07:00:00.000Z,2023-04-06T06:51:38.556Z,35.980000000000004,2023-04-16
373,Nike SB Zoom Blazer Mid Premium Plus,Skate Shoes,Nike,Plum Eclipse/Kumquat/Gum Yellow/Plum Eclipse,99.95,59.97,GB,True,2023-01-10T08:00:00.000Z,2023-04-12T00:54:56.909Z,39.980000000000004,2023-04-16
374,Nike Streetgato,Football Shoes,Nike,Cave Purple/Off-Noir/Pink Blast,72.95,47.47,GB,True,2022-11-17T08:00:00.000Z,2023-04-07T15:16:36.531Z,25.480000000000004,2023-04-16
375,Air Jordan 1 Retro High OG,Men's Shoes,Jordan,True Blue/Cement Grey/White,164.95,164.95,GB,True,2023-01-05T08:30:00.000Z,2023-04-16T12:55:06.278Z,0.0,2023-04-16
376,Nike Romaleos 4 SE,Training Shoes,Nike,Pale Ivory/Phantom/Spruce Aura/Hyper Violet,178.95,178.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-15T04:50:50.696Z,0.0,2023-04-16
377,Nike Gripknit Phantom GX Elite Dynamic Fit Fusion FG,Firm-Ground Football Boots,Nike,Black/White/Blue Glow/Volt,249.95,249.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T07:35:25.556Z,0.0,2023-04-16
378,Air Jordan 1 Mid SE,Men's Shoes,Jordan,White/Black/Ice Blue,119.95,119.95,GB,True,2023-03-20T15:00:00.000Z,2023-04-14T14:36:07.545Z,0.0,2023-04-16
379,Nike ISPA Sense Flyknit,Men's Shoes,NikeLab,Enigma Stone/Elemental Gold/Seafoam,179.95,179.95,GB,True,2022-09-01T07:56:00.000Z,2023-04-15T07:58:32.810Z,0.0,2023-04-16
380,Nike Air Flight Lite Mid,Men's Shoe,Nike Sportswear,White/Black,119.95,119.95,GB,True,2022-09-16T07:00:00.000Z,2023-04-13T13:48:38.147Z,0.0,2023-04-16
381,Nike MC Trainer 2,Men's Training Shoes,Nike,Obsidian/White/Bright Crimson,69.95,69.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T22:13:25.254Z,0.0,2023-04-16
382,NikeCourt Zoom Pro,Men's Hard Court Tennis Shoes,Nike,Gridiron/Mineral Teal/Bright Cactus/Sail,99.95,99.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-10T15:36:28.678Z,0.0,2023-04-16
383,Nike Dunk Low Retro,Men's Shoes,Nike Sportswear,Apple Green/White/Yellow Strike/Yellow Strike,99.95,99.95,GB,True,2023-03-06T15:00:00.000Z,2023-04-06T06:29:32.764Z,0.0,2023-04-16
384,Nike x MMW 005,Men's Slides,NikeLab,Light Bone/Chrome/Light Bone,169.95,169.95,GB,True,2022-09-15T11:45:00.000Z,2023-04-06T05:58:18.654Z,0.0,2023-04-16
385,Nike Terminator High SE,Men's Shoes,Nike Sportswear,Black/Baroque Brown/Velvet Brown,124.95,124.95,GB,True,2023-01-30T17:28:00.000Z,2023-04-12T14:41:57.318Z,0.0,2023-04-16
386,Nike SB Chron 2,Skate Shoe,Nike,Black/Black/Gum Light Brown/White,64.95,45.47,GB,True,2021-06-30T22:00:00.000Z,2023-04-13T11:40:27.504Z,19.480000000000004,2023-04-16
387,Nike Vaporfly 3,Men's Road Racing Shoes,Nike,Sail/Total Orange/Volt/Cobalt Bliss,234.95,234.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-16T09:51:22.485Z,0.0,2023-04-16
388,Nike Air Force 1 Low Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2023-01-12T17:00:00.000Z,2023-04-06T06:55:50.874Z,0.0,2023-04-16
389,Nike React Vision,Men's Shoe,Nike Sportswear,Black/Black/White,124.95,124.95,GB,True,2022-02-11T13:13:00.000Z,2023-04-13T15:23:00.020Z,0.0,2023-04-16
390,Nike SB Dunk High x Run The Jewels,Men's Shoes,Nike,Active Pink/Metallic Gold/Black,114.95,114.95,GB,True,2023-04-11T11:36:00.000Z,2023-04-12T22:10:20.866Z,0.0,2023-04-16
391,Nike Air VaporMax 2021 FK,Men's Shoes,Nike Sportswear,Black/Black/Anthracite/Black,199.95,199.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-13T13:42:03.163Z,0.0,2023-04-16
392,Jordan One Take 4,Basketball Shoes,Jordan,Black/White/Purple Pulse/Dark Concord,89.95,53.97,GB,True,2023-01-09T08:00:00.000Z,2023-04-15T18:41:42.190Z,35.980000000000004,2023-04-16
393,Nike Zoom Mercurial Superfly 9 Academy IC,Indoor Court Football Shoes,Nike,White/Pink Blast/Baltic Blue,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:00:33.106Z,0.0,2023-04-16
394,Nike Air Force 1 Low Retro,Men's Shoes,Nike Sportswear,University Red/White,134.95,134.95,GB,True,2023-01-16T11:06:00.000Z,2023-04-06T06:56:16.356Z,0.0,2023-04-16
395,Nike Dunk High Retro,Men's Shoe,Nike Sportswear,Dark Beetroot/Wolf Grey/White/Dark Beetroot,109.95,109.95,GB,True,2022-09-07T00:00:00.000Z,2023-04-07T09:24:26.527Z,0.0,2023-04-16
396,Nike Air Max Excee,Men's Shoe,Nike Sportswear,White/Pure Platinum/Black,109.95,109.95,GB,True,2019-06-05T22:00:00.000Z,2023-04-13T18:24:31.012Z,0.0,2023-04-16
397,Nike Victori One Next Nature,Men's Slides,Nike Sportswear,Light Iron Ore/Black,37.95,30.47,GB,True,2022-05-09T07:00:00.000Z,2023-04-06T22:25:08.256Z,7.480000000000004,2023-04-16
398,Nike Renew Run 4,Men's Road Running Shoes,Nike,Bright Crimson/Hot Punch/Obsidian/White,84.95,76.47,GB,True,2023-03-01T08:00:00.000Z,2023-04-15T09:09:35.805Z,8.480000000000004,2023-04-16
399,Nike Air Force 1 Low Retro,Men's Shoes,Nike Sportswear,White/Metallic Gold/Flat Silver/Metallic Silver,134.95,134.95,GB,True,2022-11-22T15:34:00.000Z,2023-04-06T06:50:07.703Z,0.0,2023-04-16
400,Nike Air Max Plus 3,Men's Shoes,Nike Sportswear,White/Black/Gunsmoke/Team Orange,169.95,169.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T15:02:52.715Z,0.0,2023-04-16
401,Nike Court Vision Low,Men's Shoes,Nike Sportswear,Black/White/University Red,69.95,41.97,GB,True,2022-05-30T09:46:00.000Z,2023-04-06T22:24:59.880Z,27.980000000000004,2023-04-16
402,Nike SB Zoom Blazer Mid,Skate Shoe,Nike,Black/Black/Sail/White,79.95,51.97,GB,True,2022-09-19T07:00:00.000Z,2023-04-14T00:53:09.542Z,27.980000000000004,2023-04-16
403,Air Jordan 5 Retro Low SP,Shoes,Jordan,Black/Fire Red/Metallic Silver/Classic Jade,179.95,179.95,GB,True,2022-09-01T05:00:00.000Z,2023-04-06T06:06:27.027Z,0.0,2023-04-16
404,Nike Air Max Scorpion Flyknit SE,Men's Shoes,Nike Sportswear,Racer Blue/Game Royal/Deep Royal Blue/Safety Orange,224.95,224.95,GB,True,2023-03-01T13:25:00.000Z,2023-04-11T20:53:34.960Z,0.0,2023-04-16
